id,cui_orig,cui_target,name_orig,name_target
3089,C0445742,C1076664,klebsiella ornithinolytica,raoultella
3090,C5644972,C1076664,klebsiella/raoultella group,raoultella
3091,C0315261,C1076664,klebsiella terrigena,raoultella
3092,C2295280,C5281652,unclassified oscillospiraceae,ruminococcaceae bacterium
3093,C4379622,C2295280,ruminiclostridium kb18,unclassified oscillospiraceae
3094,C1228943,C2295280,ruminococcaceae,unclassified oscillospiraceae
3095,C5281652,C2295280,ruminococcaceae bacterium,unclassified oscillospiraceae
3096,C0004661,C1651518,bacteroides,bacteroides intestinalis
3097,C3785786,C4158737,eisenbergiella,eisenbergiella massiliensis
3098,C0085494,C0317471,enterococcus,enterococcus durans
3099,C0314882,C1018470,brevibacillus laterosporus,negativibacillus genus
3100,C1210577,C1018470,paenibacilaceae genera,negativibacillus genus
3101,C5091040,C1063419,schaalia,actinomyces radingae
3102,C1034493,C0315168,comamonadaceae,comamonas
3103,C1487396,C0315168,comamonas kerstersii,comamonas
3104,C1233269,C0315168,comamonas aquatica,comamonas
3105,C1194384,C0315168,comamonas koreensis,comamonas
3106,C0315171,C0315168,comamonas testosteroni,comamonas
3107,C4592894,C4437672,muribaculaceae,muribaculum
3108,C4124247,C4437672,muribaculum intestinale,muribaculum
3109,C0006916,C0315053,capnocytophaga,capnocytophaga gingivalis
3110,C3444838,C0317481,lachnoanaerobaculum,eubacterium saburreum
3111,C2669455,C3444838,lachnoanaerobaculum umeaense,lachnoanaerobaculum
3112,C1210564,C3444838,lachnospiraceae,lachnoanaerobaculum
3113,C0317481,C3444838,eubacterium saburreum,lachnoanaerobaculum
3114,C0042446,C0318241,veillonella,veillonella parvula
3115,C3984549,C1071700,peptoniphilaceae,finegoldia
3116,C0317947,C1071700,finegoldia magna,finegoldia
3117,C0317588,C0317590,lactobacillus delbrueckii,lactobacillus lactis
3118,C1038168,C0004597,bacillus cereus group,bacillus thuringiensis
3119,C0995829,C0995830,tropheryma,tropheryma whipplei
3120,C5476618,C0995829,tropherymataceae,tropheryma
3121,C0995830,C0995829,tropheryma whipplei,tropheryma
3122,C1037105,C5476618,micrococcales,tropherymataceae
3123,C0995829,C5476618,tropheryma,tropherymataceae
3124,C0006813,C0318288,campylobacter,campylobacter rectus
3125,C0016878,C0317555,fusobacterium,fusobacterium mortiferum
3126,C1008916,C1008917,sutterella genus,sutterella wadsworthensis
3127,C0023358,C0445928,leptospira spp,leptospira santarosai
3128,C0752014,C0995233,vitreoscilla,vitreoscilla filiformis
3129,C0027576,C0752014,neisseriaceae,vitreoscilla
3130,C0995233,C0752014,vitreoscilla filiformis,vitreoscilla
3131,C4195023,C0043408,yersinia pseudotuberculosis complex,yersinia pestis
3132,C0016878,C0317553,fusobacterium,fusobacterium varium
3133,C0015146,C0317500,eubacterium,eubacterium ramulus
3134,C0314933,C2959477,pseudoflavonifractor capillosus,pseudoflavonifractor
3135,C1228943,C2959477,ruminococcaceae,pseudoflavonifractor
3136,C1014716,C0016216,flavobacteriaceae,flavobacterium
3137,C0318297,C0016216,flavobacterium columnare,flavobacterium
3138,C1002671,C0016216,flavobacterium succinicans,flavobacterium
3139,C1018551,C0016216,flavobacterium branchiophilum,flavobacterium
3140,C1043884,C0016216,flavobacterium psychrophilum,flavobacterium
3141,C0995609,C0995608,planococcus citreus,coprococcus bacteria
3142,C1210573,C0995608,planococcaceae,coprococcus bacteria
3143,C0022938,C0317618,lactobacillus,lactobacillus amylovorus
3144,C5266432,C0315121,enterocloster,clostridium clostridioforme
3145,C1033021,C1217453,parascardovia denticolens,parascardovia
3146,C1003847,C1217453,bifidobacteriaceae,parascardovia
3147,C0010239,C0010240,coxiella,coxiella burnetii
3148,C0317906,C0028240,nocardia coeliaca,nocardia
3149,C3717310,C0028240,nocardia amikacinitolerans,nocardia
3150,C1225384,C0028240,nocardia asiatica,nocardia
3151,C0317905,C0028240,nocardia transvalensis,nocardia
3152,C0028241,C0028240,nocardia asteroides,nocardia
3153,C0317899,C0028240,nocardia nova,nocardia
3154,C0317900,C0028240,nocardia farcinica,nocardia
3155,C0028243,C0028240,nocardiaceae,nocardia
3156,C1210564,C1068054,lachnospiraceae,lachnobacterium
3157,C1207407,C1925875,oceanobacillus,oceanobacillus profundus
3158,C3797854,C1207407,oceanobacillus jeddahense,oceanobacillus
3159,C0004586,C1207407,bacillaceae,oceanobacillus
3160,C1925875,C1207407,oceanobacillus profundus,oceanobacillus
3161,C3620627,C1031669,alloprevotella,prevotella tannerae
3162,C1208255,C0995601,deinococcaceae,deinococcus thermus
3163,C0544157,C0995601,deinococcus radiodurans,deinococcus thermus
3164,C1056977,C1208255,deinococcales,deinococcaceae
3165,C0995601,C1208255,deinococcus thermus,deinococcaceae
3166,C1212090,C1056977,deinococci,deinococcales
3167,C1208255,C1056977,deinococcaceae,deinococcales
3168,C3924863,C4679145,kineothrix alysoides,kineothrix
3169,C1210564,C4679145,lachnospiraceae,kineothrix
3170,C0242946,C0314949,prevotella,prevotella denticola
3171,C3716722,C3786653,fretibacterium fastidiosum,fretibacterium
3172,C2783117,C2783116,synergistaceae,synergistales
3173,C2783115,C2783116,synergistia,synergistales
3174,C2309303,C2783115,synergistetes,synergistia
3175,C2783116,C2783115,synergistales,synergistia
3176,C1011146,C1082690,catonella morbi,catonella species
3177,C1210564,C1082690,lachnospiraceae,catonella species
3178,C3904996,C3933695,anaerobacterium chartisolvens,anaerobacterium
3179,C1228943,C3933695,ruminococcaceae,anaerobacterium
3180,C1078763,C0446001,anaerococcus,anaerococcus vaginalis
3181,C1078763,C0016913,anaerococcus,anaerococcus tetradius
3182,C0085508,C1032247,helicobacter,helicobacter typhlonius
3183,C5091040,C0314823,schaalia,actinomyces meyeri
3184,C1212549,C0317504,dorea,dorea formicigenerans
3185,C0317586,C1001876,lachnospira,lachnospira pectinoschiza
3186,C1210564,C1012458,lachnospiraceae,pseudobutyrivibrio
3187,C1012459,C1012458,pseudobutyrivibrio ruminis,pseudobutyrivibrio
3188,C3946031,C1498327,intestinibacter,intestinibacter bartlettii
3189,C1210565,C3946031,peptostreptococcaceae,intestinibacter
3190,C1498327,C3946031,intestinibacter bartlettii,intestinibacter
3191,C1234149,C0001830,rhizobium/agrobacterium group,agrobacterium
3192,C3565021,C0001830,agrobacterium tumefaciens complex,agrobacterium
3193,C2586197,C0001830,agrobacterium vitis,agrobacterium
3194,C5664738,C1234149,allorhizobium,rhizobium/agrobacterium group
3195,C0035475,C1234149,rhizobium,rhizobium/agrobacterium group
3196,C0035474,C1234149,rhizobiaceae,rhizobium/agrobacterium group
3197,C0001830,C1234149,agrobacterium,rhizobium/agrobacterium group
3198,C1234151,C0035474,sinorhizobium/ensifer group,rhizobiaceae
3199,C1004838,C0035474,liberibacter,rhizobiaceae
3200,C0995323,C0035474,hyphomicrobiales,rhizobiaceae
3201,C1234149,C0035474,rhizobium/agrobacterium group,rhizobiaceae
3202,C1013959,C1222503,verrucomicrobiales,verrucomicrobiaceae
3203,C0996222,C1222503,verrucomicrobium,verrucomicrobiaceae
3204,C1054191,C0035588,spotted fever group,rickettsia rickettsii
3205,C0729689,C1054191,rickettsia aeschlimannii,spotted fever group
3206,C1093224,C1054191,rickettsia slovaca,spotted fever group
3207,C0729693,C1054191,rickettsia peacockii,spotted fever group
3208,C1004817,C1054191,rickettsia amblyommatis,spotted fever group
3209,C0445891,C1054191,rickettsia japonica,spotted fever group
3210,C0729691,C1054191,rickettsia helvetica,spotted fever group
3211,C0035584,C1054191,rickettsia conorii,spotted fever group
3212,C1474887,C1054191,rickettsia sibirica subgroup,spotted fever group
3213,C0729692,C1054191,rickettsia massiliae,spotted fever group
3214,C1010467,C1054191,rickettsia felis,spotted fever group
3215,C0318313,C1054191,rickettsia akari,spotted fever group
3216,C0318315,C1054191,rickettsia parkeri,spotted fever group
3217,C0035583,C1054191,rickettsia spp,spotted fever group
3218,C0035588,C1054191,rickettsia rickettsii,spotted fever group
3219,C1013585,C1010929,brachybacterium conglomeratum,brachybacterium
3220,C1485426,C1010929,brachybacterium muris,brachybacterium
3221,C1013586,C1010929,brachybacterium nesterenkovii,brachybacterium
3222,C1037118,C1010929,dermabacteraceae,brachybacterium
3223,C3442928,C1037118,helcobacillus,dermabacteraceae
3224,C1006407,C1037118,dermabacter,dermabacteraceae
3225,C1037105,C1037118,micrococcales,dermabacteraceae
3226,C1010929,C1037118,brachybacterium,dermabacteraceae
3227,C0445761,C0315241,pantoea,pantoea ananatis
3228,C1069975,C3131145,paracoccaceae,polymorphum
3229,C3968007,C1069975,pseudophaeobacter,paracoccaceae
3230,C0030410,C1069975,paracoccus,paracoccaceae
3231,C0085503,C1069975,rhodobacter,paracoccaceae
3232,C1223003,C1069975,rhodobacterales,paracoccaceae
3233,C3131145,C1069975,polymorphum,paracoccaceae
3234,C5620286,C1223003,roseobacteraceae,rhodobacterales
3235,C0751986,C1223003,alphaproteobacteria,rhodobacterales
3236,C1069975,C1223003,paracoccaceae,rhodobacterales
3237,C0085508,C1015663,helicobacter,helicobacter trogontum
3238,C2959924,C0317509,flavonifractor,flavonifractor plautii
3239,C5334733,C4450934,unclassified faecalibacterium,faecalibacterium uba1819
3240,C1229075,C5334733,faecalibacterium,unclassified faecalibacterium
3241,C4450934,C5334733,faecalibacterium uba1819,unclassified faecalibacterium
3242,C0038402,C1201989,streptococcus,streptococcus sinensis
3243,C0001250,C1645601,actinomyces,actinomyces dentalis
3244,C0001250,C0314820,actinomyces,actinomyces naeslundii
3245,C0010148,C0315179,corynebacterium,corynebacterium matruchotii
3246,C0348061,C0317707,leptotrichia,leptotrichia buccalis
3247,C0016878,C1501281,fusobacterium,fusobacterium canifelinum
3248,C0027571,C0317882,neisseria,neisseria flavescens
3249,C0042446,C1902064,veillonella,veillonella rogosae
3250,C0318086,C0318091,selenomonas,selenomonas noxia
3251,C0242946,C1021993,prevotella,prevotella pallens
3252,C0010148,C1007427,corynebacterium,corynebacterium tuberculostearicum
3253,C0317477,C1053757,pseudoramibacter alactolyticus,pseudoramibacter
3254,C1210566,C1053757,eubacteriaceae,pseudoramibacter
3255,C0995357,C0318047,moraxellaceae,psychrobacter
3256,C3055014,C0318047,psychrobacter sanguinis,psychrobacter
3257,C0317741,C0318047,psychrobacter phenylpyruvicus,psychrobacter
3258,C1201596,C0318047,psychrobacter meningitidis,psychrobacter
3259,C3732989,C0035475,rhizobium mayense,rhizobium
3260,C2585856,C0035475,rhizobium rhizogenes,rhizobium
3261,C1234149,C0035475,rhizobium/agrobacterium group,rhizobium
3262,C5470341,C1899096,weeksellaceae,wautersiella
3263,C5471203,C0317635,ligilactobacillus,ligilactobacillus animalis
3264,C1034494,C0315170,delftia,delftia acidovorans sph 1
3265,C5611391,C0318051,rhodococcus erythropolis group,rhodococcus erythropolis
3266,C2757945,C5611391,rhodococcus qingshengii,rhodococcus erythropolis group
3267,C0035496,C5611391,rhodococcus,rhodococcus erythropolis group
3268,C0318051,C5611391,rhodococcus erythropolis,rhodococcus erythropolis group
3269,C1022647,C1022648,holdemania,holdemania filiformis
3270,C1927848,C1937786,parabacteroides,parabacteroides johnsonii
3271,C0042446,C0318242,veillonella,veillonella dispar
3272,C0023411,C0317708,leuconostoc pediococcus,leuconostoc mesenteroides
3273,C0317710,C0317708,leuconostoc cremoris,leuconostoc mesenteroides
3274,C0752041,C0752040,buchnera,buchnera aphidicola
3275,C4429587,C0752041,erwiniaceae,buchnera
3276,C0752040,C0752041,buchnera aphidicola,buchnera
3277,C0036960,C0036953,shigella sonnei,shigella species
3278,C0036955,C0036953,shigella boydii,shigella species
3279,C0036956,C0036953,shigella dysenteriae,shigella species
3280,C1225739,C1225738,allisonella histaminiformans,allisonella
3281,C0042447,C1225738,veillonellaceae,allisonella
3282,C1011952,C0752005,hyphomicrobiaceae,hyphomicrobium
3283,C0995497,C1011952,rhodomicrobium,hyphomicrobiaceae
3284,C0995323,C1011952,hyphomicrobiales,hyphomicrobiaceae
3285,C0752005,C1011952,hyphomicrobium,hyphomicrobiaceae
3286,C0579203,C0085485,erwinia carotovora carotovora,erwinia carotovora
3287,C0030745,C0085485,pectobacterium,erwinia carotovora
3288,C5226532,C0030745,pectobacterium brasiliense,pectobacterium
3289,C0579201,C0030745,pectobacterium atrosepticum,pectobacterium
3290,C4429588,C0030745,pectobacteriaceae,pectobacterium
3291,C0085485,C0030745,erwinia carotovora,pectobacterium
3292,C3390150,C4429588,lonsdalea,pectobacteriaceae
3293,C1028826,C4429588,brenneria,pectobacteriaceae
3294,C1222822,C4429588,dickeya,pectobacteriaceae
3295,C1040967,C4429588,enterobacterales,pectobacteriaceae
3296,C0030745,C4429588,pectobacterium,pectobacteriaceae
3297,C0317759,C0221084,mycobacterium ulcerans group,mycobacterium marinum
3298,C0026912,C0317759,mycobacterium,mycobacterium ulcerans group
3299,C0221084,C0317759,mycobacterium marinum,mycobacterium ulcerans group
3300,C1210564,C1470086,lachnospiraceae,marvinbryantia
3301,C1482217,C1470086,bryantella formatexigens,marvinbryantia
3302,C1066170,C0033811,pseudomonas fluorescens group,pseudomonas fluorescens
3303,C1210565,C4391452,peptostreptococcaceae,paeniclostridium
3304,C4128736,C1222577,pvc group,planctomycetes
3305,C1222578,C1222577,planctomycetia,planctomycetes
3306,C2791837,C1222577,phycisphaerae,planctomycetes
3307,C5334456,C1044392,unclassified bacteroides,bacteroides asf519
3308,C1002662,C5334456,bacteroides sp,unclassified bacteroides
3309,C0004661,C5334456,bacteroides,unclassified bacteroides
3310,C1044392,C5334456,bacteroides asf519,unclassified bacteroides
3311,C1071674,C3557776,massilia,massilia oculi
3312,C1013155,C1071674,massilia timonae,massilia
3313,C3557776,C1071674,massilia oculi,massilia
3314,C0022938,C1016542,lactobacillus,lactobacillus gallinarium
3315,C0242946,C0445949,prevotella,mitsuokella dentalis
3316,C0026536,C0085468,moraxella,moraxella bovis
3317,C4304864,C1680786,staphylococcus intermedius group,staphylococcus pseudintermedius
3318,C0318116,C4304864,staphylococcus intermedius,staphylococcus intermedius group
3319,C1680786,C4304864,staphylococcus pseudintermedius,staphylococcus intermedius group
3320,C0014346,C1894384,enterobacteriaceae,cronobacter
3321,C1894387,C1894384,cronobacter turicensis,cronobacter
3322,C0315250,C1894384,cronobacter sakazakii,cronobacter
3323,C1894386,C1894384,cronobacter muytjensii,cronobacter
3324,C0318074,C0318081,ruminococcus,ruminococcus callidus
3325,C4612081,C1076544,anaerotignum,clostridium lactatifermentans
3326,C0315071,C4612081,clostridium propionicum,anaerotignum
3327,C1076544,C4612081,clostridium lactatifermentans,anaerotignum
3328,C1894384,C1894387,cronobacter,cronobacter turicensis
3329,C1532308,C0315255,enterobacter cloacae complex,enterobacter asburiae
3330,C0085461,C1188853,acetobacteraceae,roseomonas
3331,C1224283,C1188853,roseomonas mucosa,roseomonas
3332,C1223037,C1188853,roseomonas gilardii,roseomonas
3333,C0001138,C0392411,acinetobacter,acinetobacter lwoffii
3334,C1004755,C1048267,microbacterium,microbacterium foliorum
3335,C4913467,C0318079,mediterraneibacter,ruminococcus lactaris
3336,C0318136,C1198842,rothia,rothia aeria
3337,C3786653,C3716722,fretibacterium,fretibacterium fastidiosum
3338,C1193322,C1074757,anaeroglobus,anaeroglobus geminatus
3339,C0001250,C1018821,actinomyces,actinomyces graevenitzii
3340,C0030762,C0445656,pediococcus,pediococcus pentosaceus
3341,C5474588,C1947196,sphaerochaetaceae,sphaerochaeta
3342,C1947196,C5474588,sphaerochaeta,sphaerochaetaceae
3343,C1034787,C2783117,thermanaerovibrio,synergistaceae
3344,C2309304,C2783117,cloacibacillus,synergistaceae
3345,C0996234,C2783117,synergistes,synergistaceae
3346,C2783116,C2783117,synergistales,synergistaceae
3347,C0318193,C0318148,streptococcus anginosus group,streptococcus constellatus
3348,C0016878,C0317554,fusobacterium,fusobacterium periodonticum
3349,C1894384,C0315250,cronobacter,cronobacter sakazakii
3350,C2658870,C1017387,blautia,blautia hydrogenotrophica
3351,C1066168,C0317969,pseudomonas aeruginosa group,pseudomonas mendocina
3352,C2817845,C1262461,vibrio harveyi group,vibrio harveyi
3353,C5526280,C0995524,erythrobacter/porphyrobacter group,porphyrobacter
3354,C1037097,C1010037,rubrobacteraceae,rubrobacter
3355,C1037096,C1037097,rubrobacterales,rubrobacteraceae
3356,C1010037,C1037097,rubrobacter,rubrobacteraceae
3357,C4520946,C1037096,rubrobacteria,rubrobacterales
3358,C1037097,C1037096,rubrobacteraceae,rubrobacterales
3359,C1261283,C4520946,actinomycetota,rubrobacteria
3360,C1037096,C4520946,rubrobacterales,rubrobacteria
3361,C0318136,C0317728,rothia,micrococcus kristinae
3362,C5471203,C2270351,ligilactobacillus,lactobacillus hayakitensis
3363,C1017328,C1720301,streptococcus gallolyticus,abstract streptococcus gallolyticus subspecies gallolyticus
3364,C0038402,C0445668,streptococcus,streptococcus vestibularis
3365,C1629861,C0314943,odoribacter,odoribacter splanchnicus
3366,C1037117,C0006170,brevibacteriaceae,brevibacterium
3367,C1036298,C0006170,brevibacterium avium,brevibacterium
3368,C1465408,C0006170,brevibacterium sanguinis,brevibacterium
3369,C1444112,C0006170,brevibacterium luteolum,brevibacterium
3370,C1037105,C1037117,micrococcales,brevibacteriaceae
3371,C0006170,C1037117,brevibacterium,brevibacteriaceae
3372,C5471209,C0317610,lentilactobacillus,lactobacillus hilgardii
3373,C0317632,C5471209,lactobacillus kefiri,lentilactobacillus
3374,C1072848,C5471209,lactobacillus parabuchneri,lentilactobacillus
3375,C0317605,C5471209,lactobacillus buchneri,lentilactobacillus
3376,C0022937,C5471209,lactobacillaceae,lentilactobacillus
3377,C0317610,C5471209,lactobacillus hilgardii,lentilactobacillus
3378,C0043327,C0260328,xanthomonas,xanthomonas albilineans
3379,C0995321,C0043327,xanthomonas oryzae,xanthomonas
3380,C1912643,C0043327,xanthomonas perforans,xanthomonas
3381,C1017366,C0043327,xanthomonas axonopodis,xanthomonas
3382,C5331905,C0043327,unclassified xanthomonas,xanthomonas
3383,C1019466,C0043327,xanthomonas arboricola,xanthomonas
3384,C0085471,C0043327,xanthomonas campestris,xanthomonas
3385,C1003871,C0043327,xanthomonadaceae,xanthomonas
3386,C0260328,C0043327,xanthomonas albilineans,xanthomonas
3387,C0600559,C0995327,genera bradyrhizobium,bradyrhizobium japonicum
3388,C0004661,C1630527,bacteroides,bacteroides salyersiae
3389,C0038402,C1084989,streptococcus,streptococcus infantis
3390,C1047126,C2773838,collinsella,collinsella tanakaei
3391,C0004661,C1671804,bacteroides,bacteroides nordii
3392,C0027571,C1475711,neisseria,neisseria bacilliformis
3393,C5466534,C1234582,limosilactobacillus,lactobacillus gastricus
3394,C0038402,C0318141,streptococcus,streptococcus crista
3395,C0013371,C0036960,shigella,shigella sonnei
3396,C0036953,C0036960,shigella species,shigella sonnei
3397,C5536745,C4420307,unclassified pseudomonadales,pseudomonadales bacterium
3398,C0682468,C5536745,pseudomonadales,unclassified pseudomonadales
3399,C4420307,C5536745,pseudomonadales bacterium,unclassified pseudomonadales
3400,C5659650,C0317818,mesomycoplasma,mycoplasma hyopneumoniae
3401,C0018479,C0317567,haemophilus,haemophilus haemolyticus
3402,C4628442,C1005707,thermostaphylospora,thermostaphylospora chromogena
3403,C0995817,C4628442,thermomonosporaceae,thermostaphylospora
3404,C1005707,C4628442,thermostaphylospora chromogena,thermostaphylospora
3405,C0016878,C0445934,fusobacterium,fusobacterium animalis
3406,C0033475,C1945507,propionibacteriaceae,aestuariimicrobium
3407,C0085494,C0317470,enterococcus,enterococcus casseliflavus
3408,C0042446,C5461427,veillonella,veillonella nakazawae
3409,C3084036,C1682616,phocaeicola,bacteroides plebeius
3410,C4913467,C2666685,mediterraneibacter,mediterraneibacter faecis
3411,C1490417,C1630806,alistipes,alistipes onderdonkii
3412,C0036765,C0317445,serratia,serratia liquefaciens
3413,C1532308,C1676575,enterobacter cloacae complex,enterobacter ludwigii
3414,C0085494,C0445645,enterococcus,enterococcus raffinosus
3415,C0022937,C5471204,lactobacillaceae,liquorilactobacillus
3416,C1021607,C3380118,arcanobacterium bernardiae,trueperella
3417,C2759561,C3380118,trueperella abortisuis,trueperella
3418,C0001253,C3380118,actinomycetaceae,trueperella
3419,C0004661,C4124278,bacteroides,bacteroides caecimuris
3420,C0033697,C0445748,proteus,proteus hauseri
3421,C1086407,C1036446,syntrophococcus,syntrophococcus sucromutans
3422,C1210564,C1086407,lachnospiraceae,syntrophococcus
3423,C1036446,C1086407,syntrophococcus sucromutans,syntrophococcus
3424,C1217452,C1235546,scardovia,scardovia wiggsiae
3425,C1085906,C1217452,scardovia inopinata,scardovia
3426,C1003847,C1217452,bifidobacteriaceae,scardovia
3427,C1235546,C1217452,scardovia wiggsiae,scardovia
3428,C0348061,C2316264,leptotrichia,leptotrichia wadei
3429,C0027571,C3558164,neisseria,neisseria oralis
3430,C0006916,C1011849,capnocytophaga,capnocytophaga granulosa
3431,C0010148,C0315183,corynebacterium,corynebacterium striatum
3432,C2584390,C1078709,novosphingobium aromaticivorans,novosphingobium
3433,C1009415,C1078709,sphingomonadaceae,novosphingobium
3434,C1082714,C0315130,filifactor,filifactor villosus
3435,C0035500,C1052781,rhodospirillaceae,defluviicoccus
3436,C1198566,C0035500,inquilinus,rhodospirillaceae
3437,C0035501,C0035500,rhodospirillales,rhodospirillaceae
3438,C1052781,C0035500,defluviicoccus,rhodospirillaceae
3439,C0038402,C1053623,streptococcus,streptococcus australis
3440,C1490417,C3622788,alistipes,alistipes senegalensis
3441,C1012488,C1066567,weissella,weissella cibaria
3442,C4335429,C0315290,rahnella victoriana,rahnella
3443,C0315291,C0315290,rahnella aquatilis,rahnella
3444,C4429589,C0315290,yersiniaceae,rahnella
3445,C0080118,C0085503,rhodobacter capsulatus,rhodobacter
3446,C1069975,C0085503,paracoccaceae,rhodobacter
3447,C5620286,C1917986,roseobacteraceae,rubellimicrobium
3448,C1030349,C5620286,roseovarius,roseobacteraceae
3449,C1494363,C5620286,loktanella,roseobacteraceae
3450,C2788235,C5620286,marivita,roseobacteraceae
3451,C5620295,C5620286,aliiruegeria,roseobacteraceae
3452,C3786675,C5620286,pelagimonas,roseobacteraceae
3453,C2298811,C5620286,nautella,roseobacteraceae
3454,C1044331,C5620286,ruegeria,roseobacteraceae
3455,C0996022,C5620286,roseobacter,roseobacteraceae
3456,C1670582,C5620286,phaeobacter,roseobacteraceae
3457,C1223003,C5620286,rhodobacterales,roseobacteraceae
3458,C1917986,C5620286,rubellimicrobium,roseobacteraceae
3459,C0023411,C0445650,leuconostoc pediococcus,leuconostoc citreum
3460,C5536582,C4616229,unclassified erysipelotrichaceae,erysipelotrichaceae bacterium
3461,C1062146,C5536582,erysipelotrichaceae,unclassified erysipelotrichaceae
3462,C4616229,C5536582,erysipelotrichaceae bacterium,unclassified erysipelotrichaceae
3463,C0006813,C0445860,campylobacter,campylobacter upsaliensis
3464,C0001705,C0314829,aeromonas,aeromonas salmonicida
3465,C0010148,C0315175,corynebacterium,corynebacterium xerosis
3466,C1050163,C1048216,tenacibaculum maritimum,tenacibaculum
3467,C2792865,C1048216,tenacibaculum dicentrarchi,tenacibaculum
3468,C1014716,C1048216,flavobacteriaceae,tenacibaculum
3469,C0014727,C5312916,erwinia,unclassified erwinia
3470,C5466534,C1206588,limosilactobacillus,lactobacillus coleohominis
3471,C0018479,C0317570,haemophilus,haemophilus parahaemolyticus
3472,C4448269,C1479224,bacillus amyloliquefaciens group,bacillus velezensis
3473,C0314911,C4448269,amyloliquefaciens d1,bacillus amyloliquefaciens group
3474,C1531730,C4448269,bacillus subtilis group,bacillus amyloliquefaciens group
3475,C1479224,C4448269,bacillus velezensis,bacillus amyloliquefaciens group
3476,C4373876,C3800560,roseimarinus,prolixibacteraceae
3477,C4463749,C3800560,marinilabiliales,prolixibacteraceae
3478,C3986640,C4463749,marinifilaceae,marinilabiliales
3479,C1634514,C4463749,bacteroidia,marinilabiliales
3480,C3800560,C4463749,prolixibacteraceae,marinilabiliales
3481,C0013371,C0036955,shigella,shigella boydii
3482,C0036953,C0036955,shigella species,shigella boydii
3483,C2310154,C0318276,aliivibrio,vibrio fischeri
3484,C1034484,C2310154,aliivibrio wodanis,aliivibrio
3485,C0042638,C2310154,vibrionaceae,aliivibrio
3486,C0318276,C2310154,vibrio fischeri,aliivibrio
3487,C0085508,C1946702,helicobacter,helicobacter macacae
3488,C2658870,C3060746,blautia,blautia stercoris
3489,C0315034,C0315035,butyrivibrio,butyrivibrio crossotus
3490,C3775946,C3719567,fusicatenibacter,fusicatenibacter saccharivorans
3491,C0001703,C0016914,aerococcus,aerococcus viridans
3492,C0085494,C0317475,enterococcus,enterococcus mundtii
3493,C1066174,C0317993,pseudomonas syringae group,pseudomonas viridiflava
3494,C0445813,C1643662,methylobacterium,methylobacterium adhaesivum
3495,C0001138,C0314790,acinetobacter,acinetobacter johnsonii
3496,C0282676,C0318038,burkholderia,burkholderia gladioli
3497,C1002615,C1002616,dolosigranulum,dolosigranulum pigrum
3498,C1210583,C1002615,carnobacteriaceae,dolosigranulum
3499,C1002616,C1002615,dolosigranulum pigrum,dolosigranulum
3500,C5536586,C1013167,oscillospiraceae incertae sedis,clostridium viride
3501,C5469833,C1019872,lacticaseibacillus,lactobacillus zeae
3502,C1188853,C1224283,roseomonas,roseomonas mucosa
3503,C0318047,C3055014,psychrobacter,psychrobacter sanguinis
3504,C3986447,C0317485,faecalitalea,eubacterium cylindroides
3505,C1062146,C3986447,erysipelotrichaceae,faecalitalea
3506,C0317485,C3986447,eubacterium cylindroides,faecalitalea
3507,C2659813,C2645571,butyricimonas,butyricimonas virosa
3508,C0010148,C0315180,corynebacterium,corynebacterium bovis
3509,C0038402,C0318186,streptococcus,streptococcus luteciae
3510,C1071700,C0317947,finegoldia,finegoldia magna
3511,C0042446,C0318243,veillonella,veillonella atypica
3512,C3444838,C2669455,lachnoanaerobaculum,lachnoanaerobaculum umeaense
3513,C0006013,C0006017,bordetella,bordetella pertussis
3514,C1080715,C0006013,alcaligenaceae,bordetella
3515,C0006017,C0006013,bordetella pertussis,bordetella
3516,C0085464,C0006013,bordetella bronchiseptica,bordetella
3517,C2290569,C0006013,bordetella bronchialis,bordetella
3518,C1503416,C0317572,avibacterium,haemophilus paragallinarum
3519,C0317929,C1503416,avibacterium gallinarum,avibacterium
3520,C0030641,C1503416,pasteurellaceae,avibacterium
3521,C0317572,C1503416,haemophilus paragallinarum,avibacterium
3522,C1029090,C1003854,helcococcus ovis,helcococcus
3523,C3984549,C1003854,peptoniphilaceae,helcococcus
3524,C4760621,C0317760,mycolicibacterium,mycobacterium vaccae
3525,C0004661,C3557664,bacteroides,bacteroides faecichinchillae
3526,C4463749,C3986640,marinilabiliales,marinifilaceae
3527,C2645093,C0317496,eubacteriales family xiii. incertae sedis,eubacterium nodatum
3528,C1031671,C2645093,eubacterium minutum,eubacteriales family xiii. incertae sedis
3529,C1083922,C2645093,eubacterium infirmum,eubacteriales family xiii. incertae sedis
3530,C1015775,C2645093,eubacterium saphenum,eubacteriales family xiii. incertae sedis
3531,C0317495,C2645093,eubacterium brachy,eubacteriales family xiii. incertae sedis
3532,C2642914,C2645093,eubacteriales incertae sedis,eubacteriales family xiii. incertae sedis
3533,C0317496,C2645093,eubacterium nodatum,eubacteriales family xiii. incertae sedis
3534,C0318086,C0318092,selenomonas,selenomonas flueggei
3535,C1670582,C2298812,phaeobacter,nautella italica
3536,C1668949,C1670582,phaeobacter inhibens,phaeobacter
3537,C5620286,C1670582,roseobacteraceae,phaeobacter
3538,C2298812,C1670582,nautella italica,phaeobacter
3539,C0936083,C1004868,borreliella,borrelia japonica
3540,C4114192,C0936083,borrelia mayonii,borreliella
3541,C0445922,C0936083,borrelia garinii,borreliella
