1,DISEASE,MESH ID,BACTERIA,NCBI ID,RELATION,METHOD,PMID
1843,"Colitis, Ulcerative",D003093,Helicobacter,209,Decrease,16S rRNA sequencing,28852861
1844,Crohn Disease,D003424,Lachnoanaerobaculum,1164882,Increase,16S rRNA sequencing,28852861
1845,Crohn Disease,D003424,Lachnobacterium,140625,Decrease,16S rRNA sequencing,28852861
1846,"Colitis, Ulcerative",D003093,Lachnobacterium,140625,Decrease,16S rRNA sequencing,28852861
1847,Crohn Disease,D003424,Lachnospira,28050,Decrease,16S rRNA sequencing,28852861
1848,"Colitis, Ulcerative",D003093,Lachnospira,28050,Increase,16S rRNA sequencing,28852861
1849,"Colitis, Ulcerative",D003093,Lactobacillus,1578,Increase,16S rRNA sequencing,28852861
1850,Crohn Disease,D003424,Methanobrevibacter,2172,Decrease,16S rRNA sequencing,28852861
1851,"Colitis, Ulcerative",D003093,Methanobrevibacter,2172,Decrease,16S rRNA sequencing,28852861
1852,Crohn Disease,D003424,Morganella,581,Increase,16S rRNA sequencing,28852861
1853,"Colitis, Ulcerative",D003093,Morganella,581,Decrease,16S rRNA sequencing,28852861
1854,Crohn Disease,D003424,Odoribacter,283168,Decrease,16S rRNA sequencing,28852861
1855,"Colitis, Ulcerative",D003093,Odoribacter,283168,Decrease,16S rRNA sequencing,28852861
1856,Crohn Disease,D003424,Oscillospira,119852,Decrease,16S rRNA sequencing,28852861
1857,"Colitis, Ulcerative",D003093,Oscillospira,119852,Decrease,16S rRNA sequencing,28852861
1858,Crohn Disease,D003424,Oxalobacter,846,Decrease,16S rRNA sequencing,28852861
1859,"Colitis, Ulcerative",D003093,Oxalobacter,846,Decrease,16S rRNA sequencing,28852861
1860,Crohn Disease,D003424,Paracoccus,265,Decrease,16S rRNA sequencing,28852861
1861,"Colitis, Ulcerative",D003093,Paracoccus,265,Decrease,16S rRNA sequencing,28852861
1862,"Colitis, Ulcerative",D003093,Paracoccus,265,Increase,16S rRNA sequencing,28852861
1863,Crohn Disease,D003424,Paraprevotella,577309,Decrease,16S rRNA sequencing,28852861
1864,"Colitis, Ulcerative",D003093,Peptococcus,2740,Decrease,16S rRNA sequencing,28852861
1865,Crohn Disease,D003424,Peptostreptococcus,1257,Increase,16S rRNA sequencing,28852861
1866,"Colitis, Ulcerative",D003093,Peptostreptococcus,1257,Decrease,16S rRNA sequencing,28852861
1867,Crohn Disease,D003424,Phascolarctobacterium,33024,Decrease,16S rRNA sequencing,28852861
1868,"Colitis, Ulcerative",D003093,Phascolarctobacterium,33024,Decrease,16S rRNA sequencing,28852861
1869,Crohn Disease,D003424,Prevotella,838,Decrease,16S rRNA sequencing,28852861
1870,"Colitis, Ulcerative",D003093,Prevotella,838,Decrease,16S rRNA sequencing,28852861
1871,Crohn Disease,D003424,Pseudomonas,286,Decrease,16S rRNA sequencing,28852861
1872,"Colitis, Ulcerative",D003093,Pseudomonas,286,Decrease,16S rRNA sequencing,28852861
1873,"Colitis, Ulcerative",D003093,Pseudoxanthomonas,83618,Decrease,16S rRNA sequencing,28852861
1874,Crohn Disease,D003424,Roseburia,841,Decrease,16S rRNA sequencing,28852861
1875,"Colitis, Ulcerative",D003093,Roseburia,841,Increase,16S rRNA sequencing,28852861
1876,Crohn Disease,D003424,Ruminococcus,1263,Decrease,16S rRNA sequencing,28852861
1877,"Colitis, Ulcerative",D003093,Ruminococcus,1263,Decrease,16S rRNA sequencing,28852861
1878,Crohn Disease,D003424,Saprolegnia,4769,Increase,16S rRNA sequencing,28852861
1879,"Colitis, Ulcerative",D003093,Saprolegnia,4769,Decrease,16S rRNA sequencing,28852861
1880,Crohn Disease,D003424,Stenotrophomonas,40323,Increase,16S rRNA sequencing,28852861
1881,Crohn Disease,D003424,Synergistes,2753,Decrease,16S rRNA sequencing,28852861
1882,"Colitis, Ulcerative",D003093,Synergistes,2753,Decrease,16S rRNA sequencing,28852861
1883,"Colitis, Ulcerative",D003093,Thermicanus,94008,Decrease,16S rRNA sequencing,28852861
1884,"Colitis, Ulcerative",D003093,Veillonella,29465,Increase,16S rRNA sequencing,28852861
1885,Crohn Disease,D003424,Victivallis,172900,Decrease,16S rRNA sequencing,28852861
1886,"Colitis, Ulcerative",D003093,Victivallis,172900,Decrease,16S rRNA sequencing,28852861
1887,Mouth Neoplasms,D009062,Actinomyces,1654,Decrease,16S rRNA sequencing,28924229
1888,Mouth Neoplasms,D009062,Alloprevotella,1283313,Increase,16S rRNA sequencing,28924229
1889,Mouth Neoplasms,D009062,Campylobacter,194,Increase,16S rRNA sequencing,28924229
1890,Mouth Neoplasms,D009062,Capnocytophaga,1016,Increase,16S rRNA sequencing,28924229
1891,Mouth Neoplasms,D009062,Catonella,43996,Increase,16S rRNA sequencing,28924229
1892,Mouth Neoplasms,D009062,Centipeda,82283,Increase,16S rRNA sequencing,28924229
1893,Mouth Neoplasms,D009062,Dialister,39948,Increase,16S rRNA sequencing,28924229
1894,Mouth Neoplasms,D009062,Eikenella,538,Increase,16S rRNA sequencing,28924229
1895,Mouth Neoplasms,D009062,Filifactor,44259,Increase,16S rRNA sequencing,28924229
1896,Mouth Neoplasms,D009062,Fusobacterium,848,Increase,16S rRNA sequencing,28924229
1897,Mouth Neoplasms,D009062,Granulicatella,117563,Decrease,16S rRNA sequencing,28924229
1898,Mouth Neoplasms,D009062,Lautropia,47670,Decrease,16S rRNA sequencing,28924229
1899,Mouth Neoplasms,D009062,Megasphaera,906,Decrease,16S rRNA sequencing,28924229
1900,Mouth Neoplasms,D009062,Mycoplasma,2093,Increase,16S rRNA sequencing,28924229
1901,Mouth Neoplasms,D009062,Parvimonas,543311,Increase,16S rRNA sequencing,28924229
1902,Mouth Neoplasms,D009062,Peptococcus,2740,Increase,16S rRNA sequencing,28924229
1903,Mouth Neoplasms,D009062,Peptostreptococcus,1257,Increase,16S rRNA sequencing,28924229
1904,Mouth Neoplasms,D009062,Rothia,32207,Decrease,16S rRNA sequencing,28924229
1905,Mouth Neoplasms,D009062,Scardovia,196081,Decrease,16S rRNA sequencing,28924229
1906,Mouth Neoplasms,D009062,Selenomonas,970,Increase,16S rRNA sequencing,28924229
1907,Mouth Neoplasms,D009062,Stomatobaculum,1213720,Decrease,16S rRNA sequencing,28924229
1908,Mouth Neoplasms,D009062,Streptococcus,1301,Decrease,16S rRNA sequencing,28924229
1909,Mouth Neoplasms,D009062,Treponema,157,Increase,16S rRNA sequencing,28924229
1910,Mouth Neoplasms,D009062,Veillonella,29465,Decrease,16S rRNA sequencing,28924229
1911,Colorectal Neoplasms,D015179,Alloprevotella,1283313,Decrease,16S rRNA sequencing,28988196
1912,Colorectal Neoplasms,D015179,Haemophilus,724,Decrease,16S rRNA sequencing,28988196
1913,Colorectal Neoplasms,D015179,Lachnoanaerobaculum,1164882,Decrease,16S rRNA sequencing,28988196
1914,Colorectal Neoplasms,D015179,Neisseria,482,Decrease,16S rRNA sequencing,28988196
1915,Colorectal Neoplasms,D015179,Parvimonas,543311,Decrease,16S rRNA sequencing,28988196
1916,Colorectal Neoplasms,D015179,Prevotella,838,Decrease,16S rRNA sequencing,28988196
1917,Colorectal Neoplasms,D015179,Streptococcus,1301,Decrease,16S rRNA sequencing,28988196
1918,Atherosclerosis,D050197,Alistipes,239759,Decrease,Shotgun metagenomics sequencing,29018189
1919,Atherosclerosis,D050197,Bacteroides,816,Decrease,Shotgun metagenomics sequencing,29018189
1920,Atherosclerosis,D050197,Bilophila,35832,Decrease,Shotgun metagenomics sequencing,29018189
1921,Atherosclerosis,D050197,Clostridium,1485,Increase,Shotgun metagenomics sequencing,29018189
1922,Atherosclerosis,D050197,Coprobacillus,100883,Increase,Shotgun metagenomics sequencing,29018189
1923,Atherosclerosis,D050197,Dorea,189330,Increase,Shotgun metagenomics sequencing,29018189
1924,Atherosclerosis,D050197,Enterococcus,1350,Increase,Shotgun metagenomics sequencing,29018189
1925,Atherosclerosis,D050197,Escherichia,561,Increase,Shotgun metagenomics sequencing,29018189
1926,Atherosclerosis,D050197,Parabacteroides,375288,Decrease,Shotgun metagenomics sequencing,29018189
1927,Atherosclerosis,D050197,Prevotella,838,Decrease,Shotgun metagenomics sequencing,29018189
1928,Atherosclerosis,D050197,Roseburia,841,Decrease,Shotgun metagenomics sequencing,29018189
1929,Atherosclerosis,D050197,Ruminococcus,1263,Increase,Shotgun metagenomics sequencing,29018189
1930,Atherosclerosis,D050197,Streptococcus,1301,Increase,Shotgun metagenomics sequencing,29018189
1931,Atherosclerosis,D050197,Subdoligranulum,292632,Increase,Shotgun metagenomics sequencing,29018189
1932,Alzheimer Disease,D000544,Adlercreutzia,447020,Decrease,16S rRNA sequencing,29051531
1933,Alzheimer Disease,D000544,Alistipes,239759,Increase,16S rRNA sequencing,29051531
1934,Alzheimer Disease,D000544,Bacteroides,816,Increase,16S rRNA sequencing,29051531
1935,Alzheimer Disease,D000544,Bifidobacterium,1678,Decrease,16S rRNA sequencing,29051531
1936,Alzheimer Disease,D000544,Bilophila,35832,Increase,16S rRNA sequencing,29051531
1937,Alzheimer Disease,D000544,Blautia,572511,Increase,16S rRNA sequencing,29051531
1938,Alzheimer Disease,D000544,Clostridium,1485,Decrease,16S rRNA sequencing,29051531
1939,Alzheimer Disease,D000544,Dialister,39948,Decrease,16S rRNA sequencing,29051531
1940,Alzheimer Disease,D000544,Gemella,1378,Increase,16S rRNA sequencing,29051531
1941,Alzheimer Disease,D000544,Phascolarctobacterium,33024,Increase,16S rRNA sequencing,29051531
1942,Alzheimer Disease,D000544,Turicibacter,191303,Decrease,16S rRNA sequencing,29051531
1943,Breast Neoplasms,D001943,Actinomyces,1654,Increase,16S rRNA sequencing,29152146
1944,Breast Neoplasms,D001943,Corynebacterium,1716,Increase,16S rRNA sequencing,29152146
1945,Breast Neoplasms,D001943,Methylobacterium,407,Decrease,16S rRNA sequencing,29152146
1946,Breast Neoplasms,D001943,Staphylococcus,1279,Increase,16S rRNA sequencing,29152146
1947,Breast Neoplasms,D001943,Streptococcus,1301,Increase,16S rRNA sequencing,29152146
1948,Stomach Neoplasms,D013274,Alloprevotella,1283313,Decrease,16S rRNA sequencing,29162924
1949,Stomach Neoplasms,D013274,Aneurinibacillus,55079,Increase,16S rRNA sequencing,29162924
1950,Stomach Neoplasms,D013274,Bacillus,1386,Increase,16S rRNA sequencing,29162924
1951,Stomach Neoplasms,D013274,Bifidobacterium,1678,Increase,16S rRNA sequencing,29162924
1952,Stomach Neoplasms,D013274,Bradyrhizobium,374,Decrease,16S rRNA sequencing,29162924
1953,Stomach Neoplasms,D013274,Brevibacillus,55080,Increase,16S rRNA sequencing,29162924
1954,Stomach Neoplasms,D013274,Chryseobacterium,59732,Decrease,16S rRNA sequencing,29162924
1955,Stomach Neoplasms,D013274,Coprococcus,33042,Increase,16S rRNA sequencing,29162924
1956,Stomach Neoplasms,D013274,Dorea,189330,Increase,16S rRNA sequencing,29162924
1957,Stomach Neoplasms,D013274,Flavonifractor,946234,Increase,16S rRNA sequencing,29162924
1958,Stomach Neoplasms,D013274,Lactococcus,1357,Increase,16S rRNA sequencing,29162924
1959,Stomach Neoplasms,D013274,Methylobacterium,407,Decrease,16S rRNA sequencing,29162924
1960,Stomach Neoplasms,D013274,Sphingomonas,13687,Decrease,16S rRNA sequencing,29162924
1961,Stomach Neoplasms,D013274,Staphylococcus,1279,Increase,16S rRNA sequencing,29162924
1962,Stomach Neoplasms,D013274,Veillonella,29465,Increase,16S rRNA sequencing,29162924
1963,Mouth Neoplasms,D009062,Bacillus,1386,Increase,16S rRNA sequencing,29184122
1964,Mouth Neoplasms,D009062,Bacteroides,816,Increase,16S rRNA sequencing,29184122
1965,Mouth Neoplasms,D009062,Bifidobacterium,1678,Increase,16S rRNA sequencing,29184122
1966,Mouth Neoplasms,D009062,Clostridium,1485,Increase,16S rRNA sequencing,29184122
1967,Mouth Neoplasms,D009062,Enterococcus,1350,Increase,16S rRNA sequencing,29184122
1968,Mouth Neoplasms,D009062,Escherichia,561,Increase,16S rRNA sequencing,29184122
1969,Mouth Neoplasms,D009062,Filifactor,44259,Increase,16S rRNA sequencing,29184122
1970,Mouth Neoplasms,D009062,Parvimonas,543311,Increase,16S rRNA sequencing,29184122
1971,Mouth Neoplasms,D009062,Peptostreptococcus,1257,Increase,16S rRNA sequencing,29184122
1972,Mouth Neoplasms,D009062,Schwartzia,164984,Increase,16S rRNA sequencing,29184122
1973,Mouth Neoplasms,D009062,Slackia,84108,Increase,16S rRNA sequencing,29184122
1974,Mouth Neoplasms,D009062,Veillonella,29465,Decrease,16S rRNA sequencing,29184122
1975,Crohn Disease,D003424,Actinomyces,1654,Increase,16S rRNA sequencing,29194468
1976,Crohn Disease,D003424,Alistipes,239759,Decrease,16S rRNA sequencing,29194468
1977,Crohn Disease,D003424,Anaerostipes,207244,Decrease,16S rRNA sequencing,29194468
1978,Crohn Disease,D003424,Bifidobacterium,1678,Decrease,16S rRNA sequencing,29194468
1979,Crohn Disease,D003424,Bilophila,35832,Decrease,16S rRNA sequencing,29194468
1980,Crohn Disease,D003424,Blautia,572511,Increase,16S rRNA sequencing,29194468
1981,Crohn Disease,D003424,Coprococcus,33042,Decrease,16S rRNA sequencing,29194468
1982,Crohn Disease,D003424,Enterococcus,1350,Increase,16S rRNA sequencing,29194468
1983,Crohn Disease,D003424,Faecalibacterium,216851,Decrease,16S rRNA sequencing,29194468
1984,Crohn Disease,D003424,Klebsiella,570,Increase,16S rRNA sequencing,29194468
1985,Crohn Disease,D003424,Lachnospira,28050,Decrease,16S rRNA sequencing,29194468
1986,Crohn Disease,D003424,Odoribacter,283168,Decrease,16S rRNA sequencing,29194468
1987,Crohn Disease,D003424,Roseburia,841,Decrease,16S rRNA sequencing,29194468
1988,Crohn Disease,D003424,Ruminococcus,1263,Decrease,16S rRNA sequencing,29194468
1989,Crohn Disease,D003424,Streptococcus,1301,Increase,16S rRNA sequencing,29194468
1990,Crohn Disease,D003424,Sutterella,40544,Decrease,16S rRNA sequencing,29194468
1991,Crohn Disease,D003424,Turicibacter,191303,Decrease,16S rRNA sequencing,29194468
1992,Crohn Disease,D003424,Veillonella,29465,Increase,16S rRNA sequencing,29194468
1993,Pancreatic Neoplasms,D010190,Brevundimonas,41275,Decrease,16S rRNA sequencing,29221120
1994,Pancreatic Neoplasms,D010190,Acidaminococcus,904,Increase,16S rRNA sequencing,29221120
1995,Pancreatic Neoplasms,D010190,Aggregatibacter,416916,Increase,16S rRNA sequencing,29221120
1996,Pancreatic Neoplasms,D010190,Akkermansia,239934,Decrease,16S rRNA sequencing,29221120
1997,Pancreatic Neoplasms,D010190,Alistipes,239759,Decrease,16S rRNA sequencing,29221120
1998,Pancreatic Neoplasms,D010190,Anaerorhabdus,118966,Increase,16S rRNA sequencing,29221120
1999,Pancreatic Neoplasms,D010190,Anaerostipes,207244,Decrease,16S rRNA sequencing,29221120
2000,Pancreatic Neoplasms,D010190,Anaerotruncus,244127,Decrease,16S rRNA sequencing,29221120
2001,Pancreatic Neoplasms,D010190,Bifidobacterium,1678,Decrease,16S rRNA sequencing,29221120
2002,Pancreatic Neoplasms,D010190,Bilophila,35832,Decrease,16S rRNA sequencing,29221120
2003,Pancreatic Neoplasms,D010190,Blautia,572511,Decrease,16S rRNA sequencing,29221120
2004,Pancreatic Neoplasms,D010190,Butyricicoccus,580596,Decrease,16S rRNA sequencing,29221120
2005,Pancreatic Neoplasms,D010190,Campylobacter,194,Increase,16S rRNA sequencing,29221120
2006,Pancreatic Neoplasms,D010190,Catenibacterium,135858,Increase,16S rRNA sequencing,29221120
2007,Pancreatic Neoplasms,D010190,Centipeda,82283,Increase,16S rRNA sequencing,29221120
2008,Pancreatic Neoplasms,D010190,Coprococcus,33042,Decrease,16S rRNA sequencing,29221120
2009,Pancreatic Neoplasms,D010190,Cronobacter,413496,Increase,16S rRNA sequencing,29221120
2010,Pancreatic Neoplasms,D010190,Dorea,189330,Decrease,16S rRNA sequencing,29221120
2011,Pancreatic Neoplasms,D010190,Eggerthella,84111,Decrease,16S rRNA sequencing,29221120
2012,Pancreatic Neoplasms,D010190,Flavonifractor,946234,Decrease,16S rRNA sequencing,29221120
2013,Pancreatic Neoplasms,D010190,Gemmiger,204475,Decrease,16S rRNA sequencing,29221120
2014,Pancreatic Neoplasms,D010190,Granulicatella,117563,Decrease,16S rRNA sequencing,29221120
2015,Pancreatic Neoplasms,D010190,Haemophilus,724,Decrease,16S rRNA sequencing,29221120
2016,Pancreatic Neoplasms,D010190,Hallella,52228,Increase,16S rRNA sequencing,29221120
2017,Pancreatic Neoplasms,D010190,Klebsiella,570,Increase,16S rRNA sequencing,29221120
2018,Pancreatic Neoplasms,D010190,Lachnobacterium,140625,Decrease,16S rRNA sequencing,29221120
2019,Pancreatic Neoplasms,D010190,Lactobacillus,1578,Decrease,16S rRNA sequencing,29221120
2020,Pancreatic Neoplasms,D010190,Lactobacillus,1578,Increase,16S rRNA sequencing,29221120
2021,Pancreatic Neoplasms,D010190,Leptotrichia,32067,Decrease,16S rRNA sequencing,29221120
2022,Pancreatic Neoplasms,D010190,Leptotrichia,32067,Increase,16S rRNA sequencing,29221120
2023,Pancreatic Neoplasms,D010190,Megamonas,158846,Decrease,16S rRNA sequencing,29221120
2024,Pancreatic Neoplasms,D010190,Megasphaera,906,Decrease,16S rRNA sequencing,29221120
2025,Pancreatic Neoplasms,D010190,Mogibacterium,86331,Decrease,16S rRNA sequencing,29221120
2026,Pancreatic Neoplasms,D010190,Paraeggerthella,651554,Decrease,16S rRNA sequencing,29221120
2027,Pancreatic Neoplasms,D010190,Parasporobacterium,115543,Decrease,16S rRNA sequencing,29221120
2028,Pancreatic Neoplasms,D010190,Parasutterella,577310,Decrease,16S rRNA sequencing,29221120
2029,Pancreatic Neoplasms,D010190,Prevotella,838,Increase,16S rRNA sequencing,29221120
2030,Pancreatic Neoplasms,D010190,Proteus,583,Decrease,16S rRNA sequencing,29221120
2031,Pancreatic Neoplasms,D010190,Pseudobutyrivibrio,46205,Decrease,16S rRNA sequencing,29221120
2032,Pancreatic Neoplasms,D010190,Rhizobium,379,Decrease,16S rRNA sequencing,29221120
2033,Pancreatic Neoplasms,D010190,Saccharofermentans,1200657,Decrease,16S rRNA sequencing,29221120
2034,Pancreatic Neoplasms,D010190,Selenomonas,970,Increase,16S rRNA sequencing,29221120
2035,Pancreatic Neoplasms,D010190,Sporobacter,44748,Decrease,16S rRNA sequencing,29221120
2036,Tongue Neoplasms,D014062,Wallemia,148959,Decrease,16S rRNA sequencing,29228609
2037,Pancreatic Neoplasms,D010190,Streptococcus,1301,Decrease,16S rRNA sequencing,29221120
2038,Pancreatic Neoplasms,D010190,Streptococcus,1301,Increase,16S rRNA sequencing,29221120
2039,Pancreatic Neoplasms,D010190,Veillonella,29465,Increase,16S rRNA sequencing,29221120
2040,Tongue Neoplasms,D014062,Actinomyces,1654,Increase,16S rRNA sequencing,29228609
2041,Tongue Neoplasms,D014062,Aggregatibacter,416916,Decrease,16S rRNA sequencing,29228609
2042,Tongue Neoplasms,D014062,Antrodiella,81041,Decrease,16S rRNA sequencing,29228609
2043,Tongue Neoplasms,D014062,Boletus,5369,Decrease,16S rRNA sequencing,29228609
2044,Tongue Neoplasms,D014062,Campylobacter,194,Decrease,16S rRNA sequencing,29228609
2045,Tongue Neoplasms,D014062,Capnocytophaga,1016,Decrease,16S rRNA sequencing,29228609
2046,Tongue Neoplasms,D014062,Corynebacterium,1716,Increase,16S rRNA sequencing,29228609
2047,Tongue Neoplasms,D014062,Desulfobulbus,893,Decrease,16S rRNA sequencing,29228609
2048,Tongue Neoplasms,D014062,Eikenella,538,Decrease,16S rRNA sequencing,29228609
2049,Tongue Neoplasms,D014062,Enterococcus,1350,Increase,16S rRNA sequencing,29228609
2050,Tongue Neoplasms,D014062,Fusobacterium,848,Decrease,16S rRNA sequencing,29228609
2051,Tongue Neoplasms,D014062,Gemella,1378,Decrease,16S rRNA sequencing,29228609
2052,Tongue Neoplasms,D014062,Guignardia,55180,Increase,16S rRNA sequencing,29228609
2053,Tongue Neoplasms,D014062,Leptosphaeria,5021,Decrease,16S rRNA sequencing,29228609
2054,Tongue Neoplasms,D014062,Lysurus,311222,Decrease,16S rRNA sequencing,29228609
2055,Tongue Neoplasms,D014062,Micrococcus,1269,Increase,16S rRNA sequencing,29228609
2056,Tongue Neoplasms,D014062,Mycoplasma,2093,Decrease,16S rRNA sequencing,29228609
2057,Tongue Neoplasms,D014062,Ophiocordyceps,474995,Increase,16S rRNA sequencing,29228609
2058,Tongue Neoplasms,D014062,Parvimonas,543311,Decrease,16S rRNA sequencing,29228609
2059,Tongue Neoplasms,D014062,Peptoniphilus,162289,Decrease,16S rRNA sequencing,29228609
2060,Tongue Neoplasms,D014062,Peptostreptococcus,1257,Decrease,16S rRNA sequencing,29228609
2061,Tongue Neoplasms,D014062,Porphyromonas,836,Decrease,16S rRNA sequencing,29228609
2062,Tongue Neoplasms,D014062,Prevotella,838,Decrease,16S rRNA sequencing,29228609
2063,Tongue Neoplasms,D014062,Rothia,32207,Increase,16S rRNA sequencing,29228609
2064,Tongue Neoplasms,D014062,Sphingobacterium,28453,Decrease,16S rRNA sequencing,29228609
2065,Tongue Neoplasms,D014062,Streptococcus,1301,Increase,16S rRNA sequencing,29228609
2066,Tongue Neoplasms,D014062,Treponema,157,Decrease,16S rRNA sequencing,29228609
2067,Mouth Neoplasms,D009062,Rothia,32207,Decrease,16S rRNA sequencing,29247187
2068,Head and Neck Neoplasms,D006258,Corynebacterium,1716,Decrease,16S rRNA sequencing,29327043
2069,Head and Neck Neoplasms,D006258,Kingella,32257,Decrease,16S rRNA sequencing,29327043
2070,Crohn Disease,D003424,Aggregatibacter,416916,Increase,16S rRNA sequencing,29335008
2071,Crohn Disease,D003424,Akkermansia,239934,Decrease,16S rRNA sequencing,29335008
2072,Crohn Disease,D003424,Alistipes,239759,Decrease,Shotgun metagenomics sequencing,29335008
2073,Crohn Disease,D003424,Bacteroides,816,Increase,Shotgun metagenomics sequencing,29335008
2074,Crohn Disease,D003424,Butyricimonas,574697,Decrease,16S rRNA sequencing,29335008
2075,Crohn Disease,D003424,Desulfovibrio,872,Decrease,16S rRNA sequencing,29335008
2076,Crohn Disease,D003424,Dialister,39948,Increase,16S rRNA sequencing,29335008
2077,Crohn Disease,D003424,Oscillibacter,459786,Decrease,Shotgun metagenomics sequencing,29335008
2078,Crohn Disease,D003424,Parabacteroides,375288,Increase,Shotgun metagenomics sequencing,29335008
2079,Constipation,D003248,Acidaminococcus,904,Decrease,16S rRNA sequencing,29340896
2080,Constipation,D003248,Aerococcus,1375,Increase,16S rRNA sequencing,29340896
2081,Constipation,D003248,Allisonella,209879,Decrease,16S rRNA sequencing,29340896
2082,Constipation,D003248,Anaerostipes,207244,Increase,16S rRNA sequencing,29340896
2083,Constipation,D003248,Bifidobacterium,1678,Increase,16S rRNA sequencing,29340896
2084,Constipation,D003248,Cloacibacillus,508459,Increase,16S rRNA sequencing,29340896
2085,Constipation,D003248,Erysipelatoclostridium,1505663,Increase,16S rRNA sequencing,29340896
2086,Constipation,D003248,Exiguobacterium,33986,Increase,16S rRNA sequencing,29340896
2087,Constipation,D003248,Gelria,189326,Decrease,16S rRNA sequencing,29340896
2088,Constipation,D003248,Holdemanella,1573535,Increase,16S rRNA sequencing,29340896
2089,Constipation,D003248,Klebsiella,570,Decrease,16S rRNA sequencing,29340896
2090,Constipation,D003248,Megamonas,158846,Decrease,16S rRNA sequencing,29340896
2091,Constipation,D003248,Megasphaera,906,Decrease,16S rRNA sequencing,29340896
2092,Constipation,D003248,Paenibacillus,44249,Increase,16S rRNA sequencing,29340896
2093,Constipation,D003248,Parabacteroides,375288,Increase,16S rRNA sequencing,29340896
2094,Constipation,D003248,Paraprevotella,577309,Decrease,16S rRNA sequencing,29340896
2095,Constipation,D003248,Streptococcus,1301,Increase,16S rRNA sequencing,29340896
2096,Constipation,D003248,Terrisporobacter,1505652,Decrease,16S rRNA sequencing,29340896
2097,Constipation,D003248,Weissella,46255,Decrease,16S rRNA sequencing,29340896
2098,"Colitis, Ulcerative",D003093,Bifidobacterium,1678,Increase,16S rRNA sequencing,29462845
2099,"Colitis, Ulcerative",D003093,Bilophila,35832,Decrease,16S rRNA sequencing,29462845
2100,"Colitis, Ulcerative",D003093,Butyricimonas,574697,Decrease,16S rRNA sequencing,29462845
2101,"Colitis, Ulcerative",D003093,Cloacibacterium,501783,Increase,16S rRNA sequencing,29462845
2102,"Colitis, Ulcerative",D003093,Desulfovibrio,872,Decrease,16S rRNA sequencing,29462845
2103,"Colitis, Ulcerative",D003093,Eubacterium,1730,Decrease,16S rRNA sequencing,29462845
2104,"Colitis, Ulcerative",D003093,Leptotrichia,32067,Decrease,16S rRNA sequencing,29462845
2105,"Colitis, Ulcerative",D003093,Neisseria,482,Decrease,16S rRNA sequencing,29462845
2106,"Colitis, Ulcerative",D003093,Prevotella,838,Decrease,16S rRNA sequencing,29462845
2107,Parkinson Disease,D010300,Acinetobacter,469,Increase,16S rRNA sequencing,29501802
2108,Parkinson Disease,D010300,Alistipes,239759,Increase,16S rRNA sequencing,29501802
2109,Parkinson Disease,D010300,Aquabacterium,92793,Increase,16S rRNA sequencing,29501802
2110,Parkinson Disease,D010300,Butyricicoccus,580596,Increase,16S rRNA sequencing,29501802
2111,Parkinson Disease,D010300,Desulfovibrio,872,Increase,16S rRNA sequencing,29501802
2112,Parkinson Disease,D010300,Klebsiella,570,Increase,16S rRNA sequencing,29501802
2113,Parkinson Disease,D010300,Lactobacillus,1578,Decrease,16S rRNA sequencing,29501802
2114,Parkinson Disease,D010300,Nitrososphaera,497726,Increase,16S rRNA sequencing,29501802
2115,Parkinson Disease,D010300,Paraprevotella,577309,Increase,16S rRNA sequencing,29501802
2116,Parkinson Disease,D010300,Sediminibacterium,504481,Decrease,16S rRNA sequencing,29501802
2117,Parkinson Disease,D010300,Sphingomonas,13687,Increase,16S rRNA sequencing,29501802
2118,"Colitis, Ulcerative",D003093,Escherichia,561,Increase,16S rRNA sequencing,29632427
2119,"Colitis, Ulcerative",D003093,Aggregatibacter,416916,Increase,16S rRNA sequencing,29615776
2120,"Colitis, Ulcerative",D003093,Alloprevotella,1283313,Decrease,16S rRNA sequencing,29615776
2121,"Colitis, Ulcerative",D003093,Haemophilus,724,Increase,16S rRNA sequencing,29615776
2122,"Colitis, Ulcerative",D003093,Oribacterium,265975,Decrease,16S rRNA sequencing,29615776
2123,Liver Neoplasms,D008113,Bilophila,35832,Increase,16S rRNA sequencing,29665135
2124,"Colitis, Ulcerative",D003093,Streptococcus,1301,Decrease,16S rRNA sequencing,29615776
2125,Crohn Disease,D003424,Abiotrophia,46123,Increase,16S rRNA sequencing,29632427
2126,"Colitis, Ulcerative",D003093,Actinomyces,1654,Increase,16S rRNA sequencing,29632427
2127,"Colitis, Ulcerative",D003093,Alistipes,239759,Decrease,16S rRNA sequencing,29632427
2128,Crohn Disease,D003424,Butyricicoccus,580596,Decrease,16S rRNA sequencing,29632427
2129,"Colitis, Ulcerative",D003093,Butyricicoccus,580596,Increase,16S rRNA sequencing,29632427
2130,"Colitis, Ulcerative",D003093,Butyricimonas,574697,Decrease,16S rRNA sequencing,29632427
2131,"Colitis, Ulcerative",D003093,Campylobacter,194,Increase,16S rRNA sequencing,29632427
2132,Crohn Disease,D003424,Capnocytophaga,1016,Decrease,16S rRNA sequencing,29632427
2133,"Colitis, Ulcerative",D003093,Capnocytophaga,1016,Increase,16S rRNA sequencing,29632427
2134,Crohn Disease,D003424,Cardiobacterium,2717,Decrease,16S rRNA sequencing,29632427
2135,"Colitis, Ulcerative",D003093,Cardiobacterium,2717,Increase,16S rRNA sequencing,29632427
