,experiment_id,methodological_detail_id,qualitative_outcome,disease_id,meddra_level,meddra_id,location_id,disease_name,organism_id,organism_name,organism_ncbi_id,subject_value,control_value,ratio,method_name,sample_name,host_type,host_id,publication_id,control_name,response_name,response_unit
6383,6873,254.0,Elevated,205,preferred_term,10017758.0,96.0,Gastric carcinoma,332,Slackia,84108.0,,,,16S rRNA sequencing,Tissue biopsie,Human,866.0,761,Superficial gastritis patient,,
6384,6874,254.0,Elevated,205,preferred_term,10017758.0,96.0,Gastric carcinoma,249,Gemella,1378.0,,,,16S rRNA sequencing,Tissue biopsie,Human,866.0,761,Superficial gastritis patient,,
6385,6875,254.0,Elevated,205,preferred_term,10017758.0,96.0,Gastric carcinoma,77,Fusobacterium,68766.0,,,,16S rRNA sequencing,Tissue biopsie,Human,866.0,761,Superficial gastritis patient,,
6386,6876,254.0,Reduced,205,preferred_term,10017758.0,96.0,Gastric carcinoma,1080,Vogesella,57739.0,,,,16S rRNA sequencing,Tissue biopsie,Human,866.0,761,Superficial gastritis patient,,
6387,6877,254.0,Reduced,205,preferred_term,10017758.0,96.0,Gastric carcinoma,923,Candidatus portiera,235572.0,,,,16S rRNA sequencing,Tissue biopsie,Human,866.0,761,Superficial gastritis patient,,
6388,6878,254.0,Reduced,205,preferred_term,10017758.0,96.0,Gastric carcinoma,668,Comamonadaceae,80864.0,,,,16S rRNA sequencing,Tissue biopsie,Human,866.0,761,Superficial gastritis patient,,
6389,6879,254.0,Reduced,205,preferred_term,10017758.0,96.0,Gastric carcinoma,317,Acinetobacter,469.0,,,,16S rRNA sequencing,Tissue biopsie,Human,866.0,761,Superficial gastritis patient,,
6390,6880,255.0,Elevated,4,preferred_term,10009900.0,37.0,Ulcerative Colitis,1202,Microviridae,10841.0,,,,Metagenomic sequencing,Tissue biopsie,Human,867.0,762,Healthy control,,
6391,6881,255.0,Elevated,4,preferred_term,10009900.0,37.0,Ulcerative Colitis,1203,Myoviridae,10662.0,,,,Metagenomic sequencing,Tissue biopsie,Human,867.0,762,Healthy control,,
6392,6882,255.0,Elevated,4,preferred_term,10009900.0,37.0,Ulcerative Colitis,1204,Podoviridae,10744.0,,,,Metagenomic sequencing,Tissue biopsie,Human,867.0,762,Healthy control,,
6393,6883,255.0,Elevated,4,preferred_term,10009900.0,37.0,Ulcerative Colitis,1205,Pneumoviridae,11244.0,,,,Metagenomic sequencing,Tissue biopsie,Human,867.0,762,Healthy control,,
6394,6884,255.0,Reduced,4,preferred_term,10009900.0,37.0,Ulcerative Colitis,1206,Anelloviridae,687329.0,,,,Metagenomic sequencing,Tissue biopsie,Human,867.0,762,Healthy control,,
6395,6885,255.0,Elevated,4,preferred_term,10009900.0,37.0,Ulcerative Colitis,1207,Orthopneumovirus,1868215.0,,,,Metagenomic sequencing,Tissue biopsie,Human,867.0,762,Healthy control,,
6396,6886,255.0,Reduced,4,preferred_term,10009900.0,37.0,Ulcerative Colitis,1208,Coccolithovirus,346673.0,,,,Metagenomic sequencing,Tissue biopsie,Human,867.0,762,Healthy control,,
6397,6887,255.0,Reduced,4,preferred_term,10009900.0,37.0,Ulcerative Colitis,1209,Mimivirus,315393.0,,,,Metagenomic sequencing,Tissue biopsie,Human,867.0,762,Healthy control,,
6398,6888,255.0,Reduced,4,preferred_term,10009900.0,37.0,Ulcerative Colitis,1210,Orthopoxvirus,10242.0,,,,Metagenomic sequencing,Tissue biopsie,Human,867.0,762,Healthy control,,
6399,6889,256.0,Elevated,46,preferred_term,10008609.0,10.0,Primary sclerosing cholangitis,35,Veillonella,29465.0,,,,16S rRNA sequencing,Faeces,Human,868.0,763,Healthy control,,
6400,6890,256.0,Reduced,46,preferred_term,10008609.0,10.0,Primary sclerosing cholangitis,214,Blautia,572511.0,,,,16S rRNA sequencing,Faeces,Human,868.0,763,Healthy control,,
6401,6891,256.0,Reduced,46,preferred_term,10008609.0,10.0,Primary sclerosing cholangitis,636,Lachnoclostridium,1506553.0,,,,16S rRNA sequencing,Faeces,Human,868.0,763,Healthy control,,
6402,6892,256.0,Reduced,46,preferred_term,10008609.0,10.0,Primary sclerosing cholangitis,65,Faecalibacterium,216851.0,,,,16S rRNA sequencing,Faeces,Human,868.0,763,Healthy control,,
6403,6893,256.0,Reduced,46,preferred_term,10008609.0,10.0,Primary sclerosing cholangitis,639,Ruminiclostridium,1508657.0,,,,16S rRNA sequencing,Faeces,Human,868.0,763,Healthy control,,
6404,6894,256.0,Reduced,46,preferred_term,10008609.0,10.0,Primary sclerosing cholangitis,132,Ruminococcus,41978.0,,,,16S rRNA sequencing,Faeces,Human,868.0,763,Healthy control,,
6405,6895,256.0,Reduced,46,preferred_term,10008609.0,10.0,Primary sclerosing cholangitis,941,Saccharomyces cerevisiae,4932.0,,,,ITS2 sequencing,Faeces,Human,868.0,763,Healthy control,,
6406,6896,256.0,Elevated,46,preferred_term,10008609.0,10.0,Primary sclerosing cholangitis,1211,Exophiala,5583.0,,,,ITS2 sequencing,Faeces,Human,868.0,763,Healthy control,,
6407,6897,257.0,Elevated,3,preferred_term,10011401.0,10.0,Crohn's Disease,9,Clostridium,1506.0,,,,16S rRNA pyrosequencing,Faeces,Human,869.0,764,Healthy control,,
6408,6898,257.0,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,14,Roseburia,841.0,,,,16S rRNA pyrosequencing,Faeces,Human,869.0,764,Healthy control,,
6409,6899,257.0,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,217,Phascolarctobacterium,33024.0,,,,16S rRNA pyrosequencing,Faeces,Human,869.0,764,Healthy control,,
6410,6900,257.0,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,219,Ruminococcaceae,541000.0,,,,16S rRNA pyrosequencing,Faeces,Human,869.0,764,Healthy control,,
6411,6901,257.0,Elevated,3,preferred_term,10011401.0,10.0,Crohn's Disease,74,Shigella,625.0,,,,16S rRNA pyrosequencing,Faeces,Human,869.0,764,Healthy control,,
6412,6902,257.0,Elevated,4,preferred_term,10009900.0,10.0,Ulcerative Colitis,9,Clostridium,1506.0,,,,16S rRNA pyrosequencing,Faeces,Human,870.0,764,Healthy control,,
6413,6903,257.0,Reduced,4,preferred_term,10009900.0,10.0,Ulcerative Colitis,14,Roseburia,841.0,,,,16S rRNA pyrosequencing,Faeces,Human,870.0,764,Healthy control,,
6414,6904,257.0,Reduced,4,preferred_term,10009900.0,10.0,Ulcerative Colitis,217,Phascolarctobacterium,33024.0,,,,16S rRNA pyrosequencing,Faeces,Human,870.0,764,Healthy control,,
6415,6905,257.0,Reduced,4,preferred_term,10009900.0,10.0,Ulcerative Colitis,1069,Leuconostocaceae,81850.0,,,,16S rRNA pyrosequencing,Faeces,Human,870.0,764,Healthy control,,
6416,6906,258.0,Reduced,148,low_level_term,10071399.0,61.0,Chronic rhinosinusitis with nasal polyps,250,Corynebacterium,1716.0,9.84,20.35,,MiSeq sequencing,Nasal swab,Human,871.0,765,Healthy control,% (abundancy),% (abundancy)
6417,6907,258.0,Reduced,148,low_level_term,10071399.0,61.0,Chronic rhinosinusitis with nasal polyps,840,Dolosigranulum,29393.0,0.2,8.52,,MiSeq sequencing,Nasal swab,Human,871.0,765,Healthy control,% (abundancy),% (abundancy)
6418,6916,259.0,Elevated,292,low_level_term,10001617.0,67.0,Alcoholic cirrhosis,93,Staphylococcus,29387.0,,,13.0,16S rRNA sequencing,Duodenal aspirate,Human,872.0,553,HCV cirrhotic patients,Fold change,Fold change
6419,6917,259.0,Reduced,292,low_level_term,10001617.0,67.0,Alcoholic cirrhosis,44,Prevotella,59823.0,,,13.0,16S rRNA sequencing,Duodenal aspirate,Human,872.0,553,HCV cirrhotic patients,Fold change,Fold change
6420,6918,259.0,Reduced,292,low_level_term,10001617.0,67.0,Alcoholic cirrhosis,80,Dialister,39948.0,,,11.0,16S rRNA sequencing,Duodenal aspirate,Human,872.0,553,HCV cirrhotic patients,Fold change,Fold change
6421,6919,259.0,Reduced,292,low_level_term,10001617.0,67.0,Alcoholic cirrhosis,78,Parvimonas,543311.0,,,10.0,16S rRNA sequencing,Duodenal aspirate,Human,872.0,553,HCV cirrhotic patients,Fold change,Fold change
6422,6920,260.0,Reduced,227,preferred_term,10046851.0,10.0,Uveitits,1212,Acroconidiella,644564.0,,,,ITS2 sequencing,Faeces,Human,873.0,767,Healthy control,,
6423,6921,260.0,Reduced,227,preferred_term,10046851.0,10.0,Uveitits,1213,Calyptella capula,181966.0,,,,ITS2 sequencing,Faeces,Human,873.0,767,Healthy control,,
6424,6922,260.0,Reduced,227,preferred_term,10046851.0,10.0,Uveitits,1119,Embellisia,1868208.0,,,,ITS2 sequencing,Faeces,Human,873.0,767,Healthy control,,
6425,6923,260.0,Reduced,227,preferred_term,10046851.0,10.0,Uveitits,1214,Fusarium solani,169388.0,,,,ITS2 sequencing,Faeces,Human,873.0,767,Healthy control,,
6426,6924,260.0,Reduced,227,preferred_term,10046851.0,10.0,Uveitits,1215,Gibberella,5506.0,,,,ITS2 sequencing,Faeces,Human,873.0,767,Healthy control,,
6427,6925,260.0,Reduced,227,preferred_term,10046851.0,10.0,Uveitits,1216,Lasiodiplodia pseudotheobromae,466954.0,,,,ITS2 sequencing,Faeces,Human,873.0,767,Healthy control,,
6428,6926,260.0,Reduced,227,preferred_term,10046851.0,10.0,Uveitits,1217,Mortierella alpina,64518.0,,,,ITS2 sequencing,Faeces,Human,873.0,767,Healthy control,,
6429,6927,260.0,Reduced,227,preferred_term,10046851.0,10.0,Uveitits,1218,Mycocentrospora,227733.0,,,,ITS2 sequencing,Faeces,Human,873.0,767,Healthy control,,
6430,6928,260.0,Reduced,227,preferred_term,10046851.0,10.0,Uveitits,1219,Pichia exigua,1171599.0,,,,ITS2 sequencing,Faeces,Human,873.0,767,Healthy control,,
6431,6929,260.0,Reduced,227,preferred_term,10046851.0,10.0,Uveitits,955,Pleosporales,92860.0,,,,ITS2 sequencing,Faeces,Human,873.0,767,Healthy control,,
6432,6930,260.0,Reduced,227,preferred_term,10046851.0,10.0,Uveitits,1220,Preussia tetramera,718247.0,,,,ITS2 sequencing,Faeces,Human,873.0,767,Healthy control,,
6433,6931,260.0,Reduced,227,preferred_term,10046851.0,10.0,Uveitits,1221,Rhizopus oryzae,64495.0,,,,ITS2 sequencing,Faeces,Human,873.0,767,Healthy control,,
6434,6932,260.0,Reduced,227,preferred_term,10046851.0,10.0,Uveitits,1222,Pezoloma ericae,1745343.0,,,,ITS2 sequencing,Faeces,Human,873.0,767,Healthy control,,
6435,6933,260.0,Reduced,227,preferred_term,10046851.0,10.0,Uveitits,1223,Stagonosporopsis cucurbitacearum,749889.0,,,,ITS2 sequencing,Faeces,Human,873.0,767,Healthy control,,
6436,6934,260.0,Elevated,227,preferred_term,10046851.0,10.0,Uveitits,1224,Aspergillus gracilis,41958.0,,,,ITS2 sequencing,Faeces,Human,873.0,767,Healthy control,,
6437,6935,260.0,Elevated,227,preferred_term,10046851.0,10.0,Uveitits,951,Candida glabrata,5478.0,,,,ITS2 sequencing,Faeces,Human,873.0,767,Healthy control,,
6438,6936,260.0,Elevated,227,preferred_term,10046851.0,10.0,Uveitits,1226,Issatchenkia,4908.0,,,,ITS2 sequencing,Faeces,Human,873.0,767,Healthy control,,
6439,6937,260.0,Elevated,227,preferred_term,10046851.0,10.0,Uveitits,942,Malassezia globosa,76773.0,,,,ITS2 sequencing,Faeces,Human,873.0,767,Healthy control,,
6440,6938,260.0,Elevated,227,preferred_term,10046851.0,10.0,Uveitits,908,Malassezia restricta,76775.0,,,,ITS2 sequencing,Faeces,Human,873.0,767,Healthy control,,
6441,6939,260.0,Elevated,227,preferred_term,10046851.0,10.0,Uveitits,941,Saccharomyces cerevisiae,4932.0,,,,ITS2 sequencing,Faeces,Human,873.0,767,Healthy control,,
6442,6940,261.0,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,128,Coprococcus,33042.0,,,,16S rRNA sequencing,Faeces,Human,875.0,768,Healthy control,,
6443,6941,261.0,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,14,Roseburia,841.0,,,,16S rRNA sequencing,Faeces,Human,875.0,768,Healthy control,,
6444,6942,261.0,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,65,Faecalibacterium,216851.0,,,,16S rRNA sequencing,Faeces,Human,875.0,768,Healthy control,,
6445,6943,261.0,Elevated,3,preferred_term,10011401.0,10.0,Crohn's Disease,41,Enterococcus,35783.0,,,,16S rRNA sequencing,Faeces,Human,875.0,768,Healthy control,,
6446,6944,261.0,Elevated,3,preferred_term,10011401.0,10.0,Crohn's Disease,944,Candida,1535326.0,,,,ITS2 sequencing,Faeces,Human,875.0,768,Healthy control,,
6447,6945,261.0,Elevated,3,preferred_term,10011401.0,10.0,Crohn's Disease,956,Trichosporon,5552.0,,,,ITS2 sequencing,Faeces,Human,875.0,768,Healthy control,,
6448,6946,261.0,Elevated,3,preferred_term,10011401.0,10.0,Crohn's Disease,1231,Entyloma,62636.0,30.0,5.0,,ITS2 sequencing,Faeces,Human,875.0,768,Healthy control,% (prevalence),% (prevalence)
6449,6947,261.0,Elevated,3,preferred_term,10011401.0,10.0,Crohn's Disease,1232,Dipodascus,27314.0,10.0,0.0,,ITS2 sequencing,Faeces,Human,875.0,768,Healthy control,% (prevalence),% (prevalence)
6450,6948,261.0,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,1230,Hanseniaspora,29832.0,0.0,30.0,,ITS2 sequencing,Faeces,Human,875.0,768,Healthy control,% (prevalence),% (prevalence)
6451,6949,261.0,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,1233,Hypsizygus,39965.0,0.0,35.0,,ITS2 sequencing,Faeces,Human,875.0,768,Healthy control,% (prevalence),% (prevalence)
6452,6950,261.0,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,1234,Wallemia,148959.0,0.0,10.0,,ITS2 sequencing,Faeces,Human,875.0,768,Healthy control,% (prevalence),% (prevalence)
6453,6951,261.0,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,1229,Naganishia,1851509.0,,,,ITS2 sequencing,Faeces,Human,875.0,768,Healthy control,,
6454,6952,261.0,Reduced,4,preferred_term,10009900.0,10.0,Ulcerative Colitis,1230,Hanseniaspora,29832.0,6.0,30.0,,ITS2 sequencing,Faeces,Human,875.0,768,Healthy control,% (prevalence),% (prevalence)
6455,6953,261.0,Reduced,4,preferred_term,10009900.0,10.0,Ulcerative Colitis,1233,Hypsizygus,39965.0,0.0,35.0,,ITS2 sequencing,Faeces,Human,875.0,768,Healthy control,% (prevalence),% (prevalence)
6456,6954,261.0,Elevated,4,preferred_term,10009900.0,10.0,Ulcerative Colitis,1232,Dipodascus,27314.0,39.0,0.0,,ITS2 sequencing,Faeces,Human,875.0,768,Healthy control,% (prevalence),% (prevalence)
6457,6955,261.0,Elevated,4,preferred_term,10009900.0,10.0,Ulcerative Colitis,1231,Entyloma,62636.0,50.0,5.0,,ITS2 sequencing,Faeces,Human,875.0,768,Healthy control,% (prevalence),% (prevalence)
6458,6956,261.0,Elevated,4,preferred_term,10009900.0,10.0,Ulcerative Colitis,1234,Wallemia,148959.0,44.0,10.0,,ITS2 sequencing,Faeces,Human,875.0,768,Healthy control,% (prevalence),% (prevalence)
6459,6957,261.0,Reduced,4,preferred_term,10009900.0,10.0,Ulcerative Colitis,1229,Naganishia,1851509.0,,,,ITS2 sequencing,Faeces,Human,875.0,768,Healthy control,,
6460,6958,261.0,Reduced,4,preferred_term,10009900.0,10.0,Ulcerative Colitis,1226,Issatchenkia,4908.0,,,,ITS2 sequencing,Faeces,Human,875.0,768,Healthy control,,
6461,6959,261.0,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,1235,Leucosporidium,5277.0,,,,ITS2 sequencing,Faeces,Human,875.0,768,Healthy control,,
6462,6960,261.0,Reduced,4,preferred_term,10009900.0,10.0,Ulcerative Colitis,1235,Leucosporidium,5277.0,,,,ITS2 sequencing,Faeces,Human,874.0,768,Healthy control,,
6463,6961,,Reduced,178,low_level_term,10064066.0,5.0,Smoking,248,Neisseria,482.0,,,,16S rRNA sequencing,Oral wash,Human,876.0,769,Non-smoker,,
6464,6962,,Reduced,178,low_level_term,10064066.0,5.0,Smoking,247,Haemophilus,724.0,,,,16S rRNA sequencing,Oral wash,Human,876.0,769,Non-smoker,,
6465,6963,,Reduced,178,low_level_term,10064066.0,5.0,Smoking,92,Aggregatibacter,416916.0,,,,16S rRNA sequencing,Oral wash,Human,876.0,769,Non-smoker,,
6466,6964,,Reduced,178,low_level_term,10064066.0,5.0,Smoking,97,Capnocytophaga,44737.0,,,,16S rRNA sequencing,Oral wash,Human,876.0,769,Non-smoker,,
6467,6965,,Reduced,178,low_level_term,10064066.0,5.0,Smoking,250,Corynebacterium,1716.0,,,,16S rRNA sequencing,Oral wash,Human,876.0,769,Non-smoker,,
6468,6966,,Reduced,178,low_level_term,10064066.0,5.0,Smoking,329,Porphyromonas,836.0,,,,16S rRNA sequencing,Oral wash,Human,876.0,769,Non-smoker,,
6469,6967,,Reduced,178,low_level_term,10064066.0,5.0,Smoking,44,Prevotella,59823.0,,,,16S rRNA sequencing,Oral wash,Human,876.0,769,Non-smoker,,
6470,6968,,Reduced,178,low_level_term,10064066.0,5.0,Smoking,246,Leptotrichia,32067.0,,,,16S rRNA sequencing,Oral wash,Human,876.0,769,Non-smoker,,
6471,6969,,Reduced,178,low_level_term,10064066.0,5.0,Smoking,79,Peptostreptococcus,1262.0,,,,16S rRNA sequencing,Oral wash,Human,876.0,769,Non-smoker,,
6472,6970,,Reduced,178,low_level_term,10064066.0,5.0,Smoking,100,Abiotrophia,76631.0,,,,16S rRNA sequencing,Oral wash,Human,876.0,769,Non-smoker,,
6473,6971,,Reduced,178,low_level_term,10064066.0,5.0,Smoking,89,Selenomonas,970.0,,,,16S rRNA sequencing,Oral wash,Human,876.0,769,Non-smoker,,
6474,6972,,Elevated,178,low_level_term,10064066.0,5.0,Smoking,242,Coriobacteriaceae,84107.0,,,,16S rRNA sequencing,Oral wash,Human,876.0,769,Non-smoker,,
6475,6973,,Elevated,178,low_level_term,10064066.0,5.0,Smoking,321,Atopobium,1380.0,,,,16S rRNA sequencing,Oral wash,Human,876.0,769,Non-smoker,,
6476,6974,,Elevated,178,low_level_term,10064066.0,5.0,Smoking,33,Bifidobacterium,41200.0,,,,16S rRNA sequencing,Oral wash,Human,876.0,769,Non-smoker,,
6477,6975,,Elevated,178,low_level_term,10064066.0,5.0,Smoking,1,Lactobacillus,1591.0,,,,16S rRNA sequencing,Oral wash,Human,876.0,769,Non-smoker,,
6478,6976,,Elevated,178,low_level_term,10064066.0,5.0,Smoking,62,Streptococcus,1306.0,,,,16S rRNA sequencing,Oral wash,Human,876.0,769,Non-smoker,,
6479,6977,263.0,Reduced,61,preferred_term,10003553.0,15.0,Asthma,1236,Deinococcus,1298.0,,,0.067,16S rRNA sequencing,Sputum,Human,877.0,770,Healthy control,Fold change,
6480,6978,263.0,Elevated,61,preferred_term,10003553.0,15.0,Asthma,1237,Glaciecola,89404.0,,,16.0,16S rRNA sequencing,Sputum,Human,877.0,770,Healthy control,Fold change,
6481,6979,263.0,Elevated,61,preferred_term,10003553.0,15.0,Asthma,98,Helicobacter,218.0,,,16.5,16S rRNA sequencing,Sputum,Human,877.0,770,Healthy control,Fold change,
6482,6980,263.0,Elevated,61,preferred_term,10003553.0,15.0,Asthma,1238,Georgenia,154116.0,,,3.8,16S rRNA sequencing,Sputum,Human,877.0,770,Healthy control,Fold change,
6483,6981,263.0,Elevated,61,preferred_term,10003553.0,15.0,Asthma,1239,Sarcandra,13669.0,,,2.5,16S rRNA sequencing,Sputum,Human,877.0,770,Healthy control,Fold change,
6484,6982,263.0,Elevated,61,preferred_term,10003553.0,15.0,Asthma,1240,Cellulomonas,1707.0,,,14.0,16S rRNA sequencing,Sputum,Human,877.0,770,Healthy control,Fold change,
6485,6983,263.0,Elevated,61,preferred_term,10003553.0,15.0,Asthma,779,Adlercreutzia,447020.0,,,1.4,16S rRNA sequencing,Sputum,Human,877.0,770,Healthy control,Fold change,
6486,6984,263.0,Reduced,61,preferred_term,10003553.0,15.0,Asthma,80,Dialister,39948.0,,,0.69,16S rRNA sequencing,Sputum,Human,877.0,770,Healthy control,Fold change,
6487,6985,263.0,Reduced,61,preferred_term,10003553.0,15.0,Asthma,332,Slackia,84108.0,,,0.64,16S rRNA sequencing,Sputum,Human,877.0,770,Healthy control,Fold change,
6488,6986,263.0,Reduced,61,preferred_term,10003553.0,15.0,Asthma,416,Actinobacillus,713.0,,,0.85,16S rRNA sequencing,Sputum,Human,877.0,770,Healthy control,Fold change,
6489,6987,263.0,Reduced,61,preferred_term,10003553.0,15.0,Asthma,619,Alicyclobacillus,29330.0,,,0.57,16S rRNA sequencing,Sputum,Human,877.0,770,Healthy control,Fold change,
6490,6988,263.0,Reduced,61,preferred_term,10003553.0,15.0,Asthma,91,Catonella,43996.0,,,0.72,16S rRNA sequencing,Sputum,Human,877.0,770,Healthy control,Fold change,
6491,6989,263.0,Reduced,61,preferred_term,10003553.0,15.0,Asthma,1078,Dermabacter,36739.0,,,0.076,16S rRNA sequencing,Sputum,Human,877.0,770,Healthy control,Fold change,
6492,6990,263.0,Reduced,61,preferred_term,10003553.0,15.0,Asthma,41,Enterococcus,35783.0,,,0.12,16S rRNA sequencing,Sputum,Human,877.0,770,Healthy control,Fold change,
6493,6991,263.0,Reduced,61,preferred_term,10003553.0,15.0,Asthma,531,Filifactor,44259.0,,,0.51,16S rRNA sequencing,Sputum,Human,877.0,770,Healthy control,Fold change,
6494,6992,263.0,Reduced,61,preferred_term,10003553.0,15.0,Asthma,77,Fusobacterium,68766.0,,,0.68,16S rRNA sequencing,Sputum,Human,877.0,770,Healthy control,Fold change,
6495,6993,263.0,Reduced,61,preferred_term,10003553.0,15.0,Asthma,1241,Lampropedia,198705.0,,,0.073,16S rRNA sequencing,Sputum,Human,877.0,770,Healthy control,Fold change,
6496,6994,263.0,Reduced,61,preferred_term,10003553.0,15.0,Asthma,839,Mycobacterium,1763.0,,,0.39,16S rRNA sequencing,Sputum,Human,877.0,770,Healthy control,Fold change,
6497,6995,263.0,Reduced,61,preferred_term,10003553.0,15.0,Asthma,760,Mycoplana,13159.0,,,0.074,16S rRNA sequencing,Sputum,Human,877.0,770,Healthy control,Fold change,
6498,6996,263.0,Reduced,61,preferred_term,10003553.0,15.0,Asthma,1095,Nevskia,64001.0,,,0.68,16S rRNA sequencing,Sputum,Human,877.0,770,Healthy control,Fold change,
6499,6997,263.0,Reduced,61,preferred_term,10003553.0,15.0,Asthma,431,Oribacterium,265975.0,,,0.85,16S rRNA sequencing,Sputum,Human,877.0,770,Healthy control,Fold change,
6500,6998,263.0,Reduced,61,preferred_term,10003553.0,15.0,Asthma,907,Paludibacter,346096.0,,,0.39,16S rRNA sequencing,Sputum,Human,877.0,770,Healthy control,Fold change,
6501,6999,263.0,Reduced,61,preferred_term,10003553.0,15.0,Asthma,262,Peptococcus,2740.0,,,0.85,16S rRNA sequencing,Sputum,Human,877.0,770,Healthy control,Fold change,
6502,7000,263.0,Reduced,61,preferred_term,10003553.0,15.0,Asthma,690,Phyllobacterium,28100.0,,,0.47,16S rRNA sequencing,Sputum,Human,877.0,770,Healthy control,Fold change,
6503,7001,263.0,Reduced,61,preferred_term,10003553.0,15.0,Asthma,658,Skermanella,204447.0,,,0.077,16S rRNA sequencing,Sputum,Human,877.0,770,Healthy control,Fold change,
6504,7002,263.0,Reduced,61,preferred_term,10003553.0,15.0,Asthma,1242,Sporosarcina,1569.0,,,0.31,16S rRNA sequencing,Sputum,Human,877.0,770,Healthy control,Fold change,
6505,7003,263.0,Reduced,61,preferred_term,10003553.0,15.0,Asthma,94,Treponema,166.0,,,0.65,16S rRNA sequencing,Sputum,Human,877.0,770,Healthy control,Fold change,
6506,7004,263.0,Reduced,61,preferred_term,10003553.0,15.0,Asthma,1243,Virgibacillus,84406.0,,,0.075,16S rRNA sequencing,Sputum,Human,877.0,770,Healthy control,Fold change,
6507,7005,263.0,Reduced,61,preferred_term,10003553.0,15.0,Asthma,537,Wolinella,843.0,,,0.35,16S rRNA sequencing,Sputum,Human,877.0,770,Healthy control,Fold change,
6508,7006,263.0,Reduced,61,preferred_term,10003553.0,15.0,Asthma,1244,Yaniella,225447.0,,,0.07,16S rRNA sequencing,Sputum,Human,877.0,770,Healthy control,Fold change,
6509,7013,263.0,Elevated,61,preferred_term,10003553.0,15.0,Asthma,66,Acidaminococcus,904.0,,,15.07,16S rRNA sequencing,Sputum,Human,877.0,770,Healthy control,Fold change,
6510,7014,263.0,Elevated,61,preferred_term,10003553.0,15.0,Asthma,1245,Frigoribacterium,96492.0,,,1.43,16S rRNA sequencing,Sputum,Human,877.0,770,Healthy control,Fold change,
6511,7015,263.0,Elevated,61,preferred_term,10003553.0,15.0,Asthma,251,Granulicatella,117563.0,,,1.33,16S rRNA sequencing,Sputum,Human,877.0,770,Healthy control,Fold change,
6512,7016,263.0,Elevated,61,preferred_term,10003553.0,15.0,Asthma,85,Pyramidobacter,638847.0,,,3.4,16S rRNA sequencing,Sputum,Human,877.0,770,Healthy control,Fold change,
6513,7017,263.0,Elevated,61,preferred_term,10003553.0,15.0,Asthma,244,Rothia,32207.0,,,2.5,16S rRNA sequencing,Sputum,Human,877.0,770,Healthy control,Fold change,
6514,7018,263.0,Elevated,61,preferred_term,10003553.0,15.0,Asthma,1020,Rubellimicrobium,295418.0,,,1.3,16S rRNA sequencing,Sputum,Human,877.0,770,Healthy control,Fold change,
6515,7019,263.0,Reduced,61,preferred_term,10003553.0,15.0,Asthma,317,Acinetobacter,469.0,,,0.75,16S rRNA sequencing,Sputum,Human,877.0,770,Healthy control,Fold change,
6516,7020,263.0,Reduced,61,preferred_term,10003553.0,15.0,Asthma,92,Aggregatibacter,416916.0,,,0.81,16S rRNA sequencing,Sputum,Human,877.0,770,Healthy control,Fold change,
6517,7021,263.0,Reduced,61,preferred_term,10003553.0,15.0,Asthma,261,Anaerovorax,109326.0,,,0.71,16S rRNA sequencing,Sputum,Human,877.0,770,Healthy control,Fold change,
6518,7022,263.0,Reduced,61,preferred_term,10003553.0,15.0,Asthma,311,Brevundimonas,41275.0,,,0.69,16S rRNA sequencing,Sputum,Human,877.0,770,Healthy control,Fold change,
6519,7023,263.0,Reduced,61,preferred_term,10003553.0,15.0,Asthma,391,Bulleidia,118747.0,,,0.7,16S rRNA sequencing,Sputum,Human,877.0,770,Healthy control,Fold change,
6520,7024,263.0,Reduced,61,preferred_term,10003553.0,15.0,Asthma,414,Butyrivibrio,830.0,,,0.78,16S rRNA sequencing,Sputum,Human,877.0,770,Healthy control,Fold change,
6521,7025,263.0,Reduced,61,preferred_term,10003553.0,15.0,Asthma,246,Leptotrichia,32067.0,,,0.81,16S rRNA sequencing,Sputum,Human,877.0,770,Healthy control,Fold change,
6522,7026,263.0,Reduced,61,preferred_term,10003553.0,15.0,Asthma,557,Leuconostoc,1243.0,,,0.8,16S rRNA sequencing,Sputum,Human,877.0,770,Healthy control,Fold change,
6523,7027,263.0,Reduced,61,preferred_term,10003553.0,15.0,Asthma,96,Moraxella,479.0,,,0.043,16S rRNA sequencing,Sputum,Human,877.0,770,Healthy control,Fold change,
6524,7028,263.0,Reduced,61,preferred_term,10003553.0,15.0,Asthma,78,Parvimonas,543311.0,,,0.76,16S rRNA sequencing,Sputum,Human,877.0,770,Healthy control,Fold change,
6525,7029,263.0,Reduced,61,preferred_term,10003553.0,15.0,Asthma,44,Prevotella,59823.0,,,0.76,16S rRNA sequencing,Sputum,Human,877.0,770,Healthy control,Fold change,
